gene	n_enhancer_contacts	n_classes	classes	n_differential	median_logFC	mean_logFC	n_in_abc	mean_delta_abc
Abcd3	2	2	Activity_Lost;Stable	0	-0.0618588991827316	-0.0618588991827316	2	-0.001738
Abi1	2	1	Stable	0	0.0243242980456874	0.0243242980456874	1	0.016209
AC163703.1	2	1	Stable	0	-0.0519055850905836	-0.0519055850905836	0	NA
Acbd5	2	1	Stable	0	-0.081644066743042	-0.081644066743042	1	-0.003384
Acot11	2	1	Stable	0	0.0542296645551914	0.0542296645551914	0	NA
Acot13	2	1	Stable	0	-0.234364143326729	-0.234364143326729	0	NA
Acox1	2	1	Stable	0	0.0559205274504989	0.0559205274504989	0	NA
Acss1	2	2	K119ub_Only;Stable	0	0.18378462944577	0.18378462944577	2	-0.0032795
Acvr2b	2	1	Stable	0	-0.0523753752108581	-0.0523753752108581	2	-0.0045755
Adamts14	2	1	Stable	0	0.111849117584643	0.111849117584643	1	0.000689
Adamts4	2	2	Activity_Lost;Stable	0	-0.028717007387343	-0.028717007387343	0	NA
Adarb1	2	2	Activity_Lost;Stable	0	0.0259100793544029	0.0259100793544029	2	-0.004573
Adcy2	2	1	Stable	2	0.189253266998716	0.189253266998716	1	-0.001369
Adcy7	2	1	Stable	0	-0.100466499229142	-0.100466499229142	2	0.008069
Add1	2	2	Activity_Gain;Stable	0	0.0726388890038505	0.0726388890038505	2	0.008838
Adgrl2	2	2	K119ub_Only;Stable	0	-0.0263173342088358	-0.0263173342088358	0	NA
Adgrl3	2	1	Stable	0	-0.0601696406735664	-0.0601696406735664	1	-0.008198
Adipor1	2	1	Stable	1	0.115921117286257	0.115921117286257	1	0.002467
Aebp2	2	1	Stable	2	-0.253834545210894	-0.253834545210894	0	NA
Afg1l	2	2	Activity_Lost;K119ub_Only	0	0.0952649052611763	0.0952649052611763	1	-0.010885
Ago3	2	1	Stable	0	0.0609774624870051	0.0609774624870051	0	NA
Agpat3	2	1	Stable	0	-0.0014159241724597	-0.0014159241724597	1	0.001694
Agpat4	2	1	Stable	0	0.116712929972745	0.116712929972745	0	NA
AI197445	2	1	Stable	0	-0.182009922109358	-0.182009922109358	2	-0.008911
Ajm1	2	2	Activity_Lost;Stable	0	0.0112539267387832	0.0112539267387832	1	-0.0035
Akap8l	2	1	Stable	0	0.030483683692693	0.030483683692693	0	NA
Akap9	2	1	Activity_Lost	0	-0.202718182217134	-0.202718182217134	1	-0.025532
Akna	2	1	Stable	0	0.0511690477170833	0.0511690477170833	0	NA
Aldh18a1	2	1	Stable	0	-0.149632032514804	-0.149632032514804	0	NA
Aldh4a1	2	1	Stable	0	0.0566650445520343	0.0566650445520343	2	-0.0029545
Alk	2	1	Stable	1	0.133907458938437	0.133907458938437	0	NA
Alx3	2	2	Activity_Lost;Stable	0	-0.0449589503864024	-0.0449589503864024	0	NA
Ambp	2	1	Stable	0	0.0841372759979107	0.0841372759979107	1	0.021159
Ankhd1	2	1	Stable	0	0.0628375131997832	0.0628375131997832	0	NA
Ankrd13c	2	2	K119ub_Only;Stable	0	-0.0494078844321895	-0.0494078844321895	2	-0.0193955
Ankrd52	2	1	Stable	0	0.00608520500979132	0.00608520500979132	2	0.0008365
Ankrd63	2	1	Stable	0	0.0969438899633148	0.0969438899633148	0	NA
Ano6	2	1	Stable	0	0.0577928645513923	0.0577928645513923	2	0.0044595
Anxa5	2	1	Stable	0	0.015130615786994	0.015130615786994	2	-0.0063675
Ap3m1	2	2	K119ub_Only;Stable	0	0.0201670629618579	0.0201670629618579	2	0.006981
Ap4m1	2	1	Stable	0	-0.0440351402471679	-0.0440351402471679	1	-0.008184
Aplf	2	1	Stable	0	0.0859982220562811	0.0859982220562811	0	NA
Apobec4	2	1	Stable	0	-0.107391245213379	-0.107391245213379	1	0.007383
Arf6	2	1	Activity_Lost	0	-0.0806202372694179	-0.0806202372694179	2	-0.022078
Arfgap1	2	2	Activity_Lost;Stable	0	-0.151485122307617	-0.151485122307617	2	-0.008057
Arglu1	2	2	K119ub_Only;Stable	1	-0.171115428191947	-0.171115428191947	1	0.019205
Arhgap20	2	1	Stable	0	0.102175995265839	0.102175995265839	0	NA
Arhgap44	2	1	Stable	0	-0.0841196219958344	-0.0841196219958344	1	-0.025779
Arhgef11	2	1	Stable	0	0.102778392811225	0.102778392811225	1	0.044436
Arid4b	2	1	Stable	0	-0.143016389019074	-0.143016389019074	2	4.00000000000001e-05
Arl1	2	1	Stable	1	0.117487817188013	0.117487817188013	1	0.0014
Arl15	2	1	Stable	0	-0.128478245298018	-0.128478245298018	1	0.016912
Arl2bp	2	1	Stable	0	-0.0652184279293566	-0.0652184279293566	2	-0.0086635
Arsk	2	2	K119ub_Only;Stable	0	0.0846861214986808	0.0846861214986808	2	0.009132
Arxes1	2	1	Stable	0	-0.0350483896799093	-0.0350483896799093	0	NA
Asb13	2	1	Stable	0	-0.108295077040103	-0.108295077040103	1	0.019855
Asb5	2	1	Stable	0	-0.126834933701542	-0.126834933701542	0	NA
Ascl5	2	1	Stable	1	0.0871908189415636	0.0871908189415636	0	NA
Asf1a	2	1	Stable	0	2.51495328695006e-05	2.51495328695006e-05	0	NA
Atf2	2	2	Activity_Gain;Stable	0	0.0064335959142785	0.0064335959142785	0	NA
Atg4b	2	1	Stable	0	-0.123950688379537	-0.123950688379537	0	NA
Atm	2	1	Stable	0	-0.0724068117720063	-0.0724068117720063	2	0.0015075
Atox1	2	1	Stable	0	-0.142991333717602	-0.142991333717602	0	NA
Atp11a	2	2	Activity_Gain;Stable	2	0.257874153264717	0.257874153264717	1	0.01376
Atp12a	2	1	Stable	0	0.0588728197998056	0.0588728197998056	1	-0.00611
Atp6ap1l	2	1	Stable	0	-0.0294414054053043	-0.0294414054053043	2	0.02937
Atp7b	2	1	Stable	1	-0.170838986776223	-0.170838986776223	2	-0.00443
Atp8b3	2	1	Stable	0	0.0499103920307948	0.0499103920307948	1	0.016572
Atxn3	2	1	Stable	0	-0.0143955379830401	-0.0143955379830401	1	0.008772
Atxn7l2	2	1	Stable	0	0.0585028366622347	0.0585028366622347	0	NA
Auh	2	1	Stable	0	0.104384746100597	0.104384746100597	1	0.003411
AW549877	2	2	Activity_Lost;Stable	0	-0.056592165967294	-0.056592165967294	1	-0.010882
B130011K05Rik	2	1	Stable	0	0.184489758169413	0.184489758169413	0	NA
B3galnt2	2	1	Stable	1	-0.224439612168784	-0.224439612168784	2	0.0011995
B3galt6	2	1	Stable	0	-0.122717765674156	-0.122717765674156	1	-0.004939
B4galt4	2	1	Stable	0	0.095181808999127	0.095181808999127	0	NA
Bag2	2	1	Stable	0	-0.0252746722586947	-0.0252746722586947	0	NA
Bahd1	2	1	Stable	0	0.0705234855494728	0.0705234855494728	1	-0.011056
Baiap2	2	1	Stable	0	0.055792105323685	0.055792105323685	1	0.00089
Baz1b	2	1	Stable	0	-0.0658807333391092	-0.0658807333391092	1	-0.006291
Bbs5	2	1	Stable	0	-0.00857662230848934	-0.00857662230848934	1	0.0015
BC005624	2	2	Activity_Lost;Stable	0	0.0813429063052983	0.0813429063052983	2	-0.006485
Bcat1	2	1	Stable	0	0.119325096102992	0.119325096102992	2	0.0021125
Bcl10	2	2	Activity_Gain;K119ub_Only	0	0.180441069923136	0.180441069923136	1	-0.006184
Bcorl1	2	1	Stable	0	-0.0192411560565755	-0.0192411560565755	2	-0.028574
Bgn	2	1	Stable	0	0.160507585116732	0.160507585116732	2	-0.009672
Bhlhe40	2	1	K119ub_Only	1	-0.13694004606412	-0.13694004606412	2	-0.0042235
Bicra	2	1	Stable	0	-0.131115978605042	-0.131115978605042	0	NA
Bmerb1	2	1	Stable	0	-0.0239766745816067	-0.0239766745816067	2	0.0069225
Bmp2	2	1	Stable	0	-0.129502858662923	-0.129502858662923	0	NA
Bmp6	2	1	Stable	0	-0.0203375454581657	-0.0203375454581657	0	NA
Bop1	2	1	Stable	0	-0.0661540122469873	-0.0661540122469873	1	0.002325
Brcc3	2	1	Stable	0	0.086643675869194	0.086643675869194	2	-0.0008175
Brsk2	2	2	Activity_Gain;Stable	0	-0.104211357545552	-0.104211357545552	1	0.006835
Bscl2	2	1	Stable	0	0.00871387140249455	0.00871387140249455	0	NA
Bsx	2	1	Stable	2	-0.814960478781767	-0.814960478781767	0	NA
C030034I22Rik	2	1	Stable	0	-0.0201029121491681	-0.0201029121491681	2	0.00702
C1qc	2	2	Activity_Lost;Stable	1	0.160742641508637	0.160742641508637	2	-0.0028885
C230057M02Rik	2	1	Stable	0	0.08399305061154	0.08399305061154	2	0.008401
Cab39	2	2	Activity_Lost;Stable	0	0.02769743322038	0.02769743322038	2	-0.0075095
Cacna1a	2	1	Activity_Lost	0	0.00548398363677011	0.00548398363677011	1	-0.006302
Cacna2d2	2	2	Activity_Gain;Stable	0	0.049895305884283	0.049895305884283	0	NA
Calca	2	1	Stable	0	-0.032898611612911	-0.032898611612911	2	-0.004317
Camk4	2	1	Stable	0	0.0551924377730367	0.0551924377730367	0	NA
Capn1	2	1	Stable	0	0.012867831598921	0.012867831598921	1	-0.002713
Capn7	2	1	Stable	0	0.157304906277314	0.157304906277314	1	0.002785
Caprin1	2	1	Stable	1	0.156751527805548	0.156751527805548	2	-0.00335
Caprin2	2	1	Stable	0	-0.0560269976991721	-0.0560269976991721	2	-0.0070345
Car14	2	1	Stable	0	-0.0360511252407383	-0.0360511252407383	1	0.001535
Car4	2	1	Stable	0	0.0238887116315263	0.0238887116315263	0	NA
Carhsp1	2	1	Stable	0	-0.026097525324457	-0.026097525324457	0	NA
Cars	2	2	Activity_Gain;Stable	2	0.227786014272728	0.227786014272728	1	0.015582
Casd1	2	1	Stable	0	-0.0649463346316209	-0.0649463346316209	2	0.0227305
Castor1	2	1	Stable	0	-0.05567943150445	-0.05567943150445	2	-0.003418
Cbx8	2	1	Stable	0	-0.020841866143718	-0.020841866143718	0	NA
Ccdc174	2	1	Stable	0	-0.0747787954347219	-0.0747787954347219	0	NA
Ccdc51	2	1	Stable	0	-0.0902213488063933	-0.0902213488063933	0	NA
Ccdc90b	2	1	Activity_Lost	0	0.0493000121006502	0.0493000121006502	1	-0.008624
Ccdc93	2	1	Stable	0	-0.075437837519915	-0.075437837519915	2	-0.011133
Cck	2	2	Activity_Gain;Stable	2	0.134211712886093	0.134211712886093	0	NA
Ccn4	2	1	Stable	2	0.314971805131624	0.314971805131624	0	NA
Ccne2	2	1	Stable	0	0.00777756133705185	0.00777756133705185	2	-0.0009205
Ccni	2	1	Stable	0	-0.0527034747450384	-0.0527034747450384	2	-0.0021885
Cd200	2	1	Stable	0	0.0785116917178701	0.0785116917178701	1	0.003126
Cd207	2	1	Stable	0	-0.119051113923383	-0.119051113923383	0	NA
Cd248	2	1	Stable	0	-0.150536450833038	-0.150536450833038	0	NA
Cdc16	2	1	Stable	0	0.0244154702962423	0.0244154702962423	1	0.007421
Cdc42bpb	2	1	Stable	0	0.034530073762266	0.034530073762266	1	0.000102
Cdh23	2	1	Stable	1	0.115602862599818	0.115602862599818	1	0.019984
Cdk13	2	1	Stable	0	-0.122026718982064	-0.122026718982064	1	0.005255
Cdk19	2	1	K119ub_Only	0	-0.0251207344100242	-0.0251207344100242	0	NA
Cdk7	2	2	K119ub_Only;Stable	0	-0.0440221116122641	-0.0440221116122641	1	0.005284
Cdkl5	2	1	Stable	0	0.118236540438542	0.118236540438542	2	0.0038075
Cdkn1c	2	1	Stable	1	0.0936707634301278	0.0936707634301278	1	0.010185
Cdkn2d	2	1	Stable	0	-0.0109282224987034	-0.0109282224987034	1	0.01198
Cebpa	2	1	Activity_Gain	0	0.0857756805120149	0.0857756805120149	2	0.0050685
Cebpd	2	1	Stable	0	0.306895358886166	0.306895358886166	2	-0.029695
Cebpg	2	1	Stable	0	-0.122268865766318	-0.122268865766318	0	NA
Cenpb	2	1	Stable	0	-0.00127240544149185	-0.00127240544149185	2	0.007364
Cenpk	2	2	K119ub_Only;Stable	0	-0.127744032823111	-0.127744032823111	2	0.0102565
Cep350	2	1	Stable	0	0.105322457063301	0.105322457063301	2	0.005606
Cfap58	2	1	Stable	0	0.0222423320736242	0.0222423320736242	1	0.010492
Cfap69	2	1	Stable	0	-0.0237517764775727	-0.0237517764775727	2	0.0256875
Cfap97	2	1	Stable	0	-0.0377277026891791	-0.0377277026891791	2	-0.010971
Chchd5	2	1	Stable	0	-0.0804677066904236	-0.0804677066904236	1	-0.004703
Chd4	2	1	Stable	0	0.0713776906993309	0.0713776906993309	1	0.004558
Chd6	2	1	Stable	0	0.0396206356386381	0.0396206356386381	1	0.003655
Chmp1b	2	2	Activity_Gain;Stable	0	0.132795970541958	0.132795970541958	2	0.0113525
Chrm3	2	1	Stable	2	0.363584704572154	0.363584704572154	0	NA
Chrnb4	2	1	Stable	0	0.0565704014502082	0.0565704014502082	2	-0.017887
Chrng	2	1	Stable	0	0.0282342836784172	0.0282342836784172	1	0.020163
Chst10	2	2	K119ub_Only;Stable	0	-0.0102068310309855	-0.0102068310309855	0	NA
Chst2	2	1	Stable	2	0.219138591053215	0.219138591053215	0	NA
Ckb	2	2	Activity_Lost;Stable	1	0.110963698131927	0.110963698131927	1	-0.011173
Cldn12	2	1	Stable	0	-0.0687094949577154	-0.0687094949577154	0	NA
Clic5	2	1	Stable	1	-0.118705998298422	-0.118705998298422	1	-0.305228
Clp1	2	1	Stable	0	-0.0782259462411818	-0.0782259462411818	0	NA
Clstn2	2	1	Stable	2	-0.165329314359709	-0.165329314359709	2	0.003167
Clstn3	2	1	Stable	0	0.120470112213625	0.120470112213625	1	0.015137
Cmas	2	1	Stable	2	0.030611820577498	0.030611820577498	2	0.003757
Cmtm5	2	1	Stable	0	0.0730405553585229	0.0730405553585229	0	NA
Cntfr	2	1	Stable	0	0.0174533311523354	0.0174533311523354	2	0.002696
Cog5	2	1	K119ub_Only	0	-0.180521986721127	-0.180521986721127	2	-0.000871
Col26a1	2	1	Stable	2	0.203980585253119	0.203980585253119	2	0.001601
Col9a2	2	1	Stable	0	0.0691078844727843	0.0691078844727843	1	0.003151
Col9a3	2	2	Activity_Gain;Stable	0	0.0888114570812647	0.0888114570812647	0	NA
Comtd1	2	2	K119ub_Only;Stable	0	-0.0460615231598855	-0.0460615231598855	2	0.0080195
Coq10b	2	2	K119ub_Only;Stable	0	-0.0423886848035721	-0.0423886848035721	2	-0.012517
Coq3	2	1	Stable	0	-0.109651940265582	-0.109651940265582	2	0.006759
Coro2b	2	1	Stable	0	0.106493438439389	0.106493438439389	1	0.000393
Cotl1	2	1	Stable	0	-0.0471767650183059	-0.0471767650183059	0	NA
Cox14	2	1	Stable	0	0.0931266010964374	0.0931266010964374	0	NA
Cox8c	2	1	Stable	0	-0.102663020718527	-0.102663020718527	0	NA
Cplx1	2	1	Stable	0	0.151833492405707	0.151833492405707	2	0.0119865
Cpsf2	2	1	Stable	1	0.0864024682852282	0.0864024682852282	0	NA
Crb3	2	1	Stable	0	0.0150797813544938	0.0150797813544938	1	0.003048
Crhr1	2	1	Stable	0	-0.10472126840678	-0.10472126840678	0	NA
Crip1	2	1	Stable	0	0.118746919065611	0.118746919065611	1	0.013995
Crls1	2	2	Activity_Lost;Stable	0	-0.00294159588997769	-0.00294159588997769	0	NA
Cryaa	2	1	Stable	2	0.219422296352967	0.219422296352967	0	NA
Cse1l	2	1	Stable	2	-0.24549587462017	-0.24549587462017	0	NA
Csmd2	2	1	Activity_Gain	2	0.304033530924036	0.304033530924036	0	NA
Cst3	2	2	K119ub_Only;Stable	2	-0.262626266188583	-0.262626266188583	1	-0.007797
Ctbp2	2	1	Stable	0	-0.144482908998613	-0.144482908998613	0	NA
Ctcf	2	1	Stable	0	-0.063952930668699	-0.063952930668699	2	-0.004321
Ctdp1	2	1	Activity_Gain	0	0.10672664343921	0.10672664343921	2	0.008024
Ctnnd1	2	1	Stable	0	0.000585791753453866	0.000585791753453866	0	NA
Cuedc2	2	1	Stable	0	0.0207300725861279	0.0207300725861279	0	NA
Cul1	2	2	K119ub_Only;Stable	0	-0.107332238196958	-0.107332238196958	2	0.0018245
Cyb561d1	2	1	Stable	0	0.0689822423340141	0.0689822423340141	1	0.008354
Cyb561d2	2	1	Stable	0	0.0990248251875667	0.0990248251875667	0	NA
Cyct	2	1	Stable	0	-0.142131286355677	-0.142131286355677	0	NA
Cyfip1	2	1	Stable	0	-0.242293469039043	-0.242293469039043	1	-0.018122
Cyld	2	1	Stable	1	0.11696195591297	0.11696195591297	0	NA
Cym	2	1	Stable	0	0.054307332793633	0.054307332793633	0	NA
Cyp26b1	2	1	Stable	0	0.10149111868323	0.10149111868323	2	0.000464
Cyp2u1	2	2	Activity_Lost;Stable	0	0.00857179883905905	0.00857179883905905	1	-0.023978
Cyp4f40	2	1	Stable	2	-0.210436667992728	-0.210436667992728	0	NA
D030044L04Rik	2	1	Stable	0	0.0606499510853602	0.0606499510853602	0	NA
D130079A08Rik	2	1	Stable	2	-0.275253574477543	-0.275253574477543	0	NA
D1Ertd622e	2	1	Stable	1	-0.102332868101343	-0.102332868101343	2	-0.0132475
D230025D16Rik	2	1	Stable	0	0.0125012447794413	0.0125012447794413	0	NA
D630045J12Rik	2	1	Stable	0	-0.0057061867045574	-0.0057061867045574	2	0.001508
Daam1	2	1	Stable	1	0.028416001924917	0.028416001924917	1	-0.002877
Dbp	2	1	Stable	0	-0.0518924199997131	-0.0518924199997131	0	NA
Dcaf11	2	1	Stable	0	0.0989854876173816	0.0989854876173816	0	NA
Dcbld1	2	2	K119ub_Only;Stable	0	0.119655048714321	0.119655048714321	2	0.012999
Dclk1	2	1	Stable	2	0.233666860288886	0.233666860288886	0	NA
Dcp2	2	1	Stable	0	0.0884326963844385	0.0884326963844385	1	0.006072
Ddn	2	2	K119ub_Only;Stable	2	0.157541149760583	0.157541149760583	1	0.021034
Ddx50	2	1	Stable	2	0.200869718825247	0.200869718825247	1	-0.011745
Def6	2	1	Stable	0	0.121678150101412	0.121678150101412	1	0.005884
Desi2	2	1	Stable	0	0.058630067556822	0.058630067556822	1	-0.009056
Dgat1	2	1	Stable	0	-0.0129527756036795	-0.0129527756036795	1	-0.007218
Dgkh	2	1	Stable	0	0.0221143986192034	0.0221143986192034	0	NA
Dgki	2	1	Stable	1	0.224568023086831	0.224568023086831	1	0.016671
Dhx16	2	2	Activity_Lost;Stable	0	0.00757565061096585	0.00757565061096585	0	NA
Dhx36	2	1	Stable	0	-0.13966308491742	-0.13966308491742	1	-0.008615
Dipk1a	2	1	Stable	0	-0.0636947258851178	-0.0636947258851178	2	-0.003327
Dis3l	2	1	Stable	0	-0.0576845010529928	-0.0576845010529928	1	-0.000278
Dixdc1	2	1	Activity_Lost	0	-0.129477955104103	-0.129477955104103	0	NA
Dll1	2	1	Stable	2	0.048632539320594	0.048632539320594	0	NA
Dlx2	2	1	Stable	2	0.253082626819144	0.253082626819144	1	-0.010861
Dmtf1	2	1	Stable	0	0.0243015423232016	0.0243015423232016	2	-0.0092565
Dmxl2	2	1	Stable	0	-0.0148404025983144	-0.0148404025983144	1	-0.00711
Dnajc2	2	1	Stable	0	-0.00702272888274895	-0.00702272888274895	1	0.006253
Dnajc7	2	1	Stable	0	-0.140267392712702	-0.140267392712702	1	-0.00417
Dph5	2	2	K119ub_Only;Stable	1	0.192447915534845	0.192447915534845	1	-0.01468
Dpp6	2	2	Activity_Lost;Stable	0	0.0351927736517449	0.0351927736517449	1	-0.016778
Dpysl3	2	1	Activity_Gain	0	-0.174680029395101	-0.174680029395101	0	NA
Dram2	2	1	Stable	0	-0.031104783011034	-0.031104783011034	2	-0.030079
Drd5	2	1	Stable	0	-0.00263907757976742	-0.00263907757976742	1	-0.008918
Dscc1	2	1	Stable	0	-0.014899061316018	-0.014899061316018	2	-0.008208
Dtnb	2	1	Stable	1	-0.191493866907139	-0.191493866907139	2	-0.0025115
Dusp19	2	1	Stable	0	-0.0140188881246556	-0.0140188881246556	2	0.0071495
Dusp8	2	1	Stable	0	-0.115717655294771	-0.115717655294771	0	NA
Dvl2	2	1	Stable	0	-0.0554731125189149	-0.0554731125189149	0	NA
Dync1i2	2	1	Stable	1	0.161924311687165	0.161924311687165	1	-0.009702
Dynlt3	2	2	Activity_Lost;Stable	0	-0.0127181916559785	-0.0127181916559785	1	0.00673
Dyrk2	2	1	Stable	1	0.156360469678784	0.156360469678784	1	-0.017864
Dzank1	2	2	K119ub_Only;Stable	0	0.0460700764694614	0.0460700764694614	0	NA
E130218I03Rik	2	1	Stable	0	0.073950571377484	0.073950571377484	1	0.024925
E2f6	2	1	Stable	0	-0.00701670431058294	-0.00701670431058294	2	-0.020411
Ece2	2	1	Stable	0	-0.00169772118592616	-0.00169772118592616	1	-0.001248
Efcab10	2	1	Stable	2	-0.25369455212902	-0.25369455212902	0	NA
Efcab9	2	1	Stable	0	-0.027770119664448	-0.027770119664448	2	-0.004068
Eid3	2	1	Activity_Lost	0	-0.118240518392011	-0.118240518392011	0	NA
Eif3i	2	1	Stable	0	0.0228563405156721	0.0228563405156721	1	-0.002296
Ell	2	1	Stable	0	-0.0163334473791418	-0.0163334473791418	0	NA
Elmod1	2	1	Stable	0	0.0725119710833265	0.0725119710833265	1	0.01462
Elovl7	2	2	Activity_Lost;K119ub_Only	0	-0.161978004223478	-0.161978004223478	2	-0.014609
Emc6	2	1	Stable	0	0.0478076890357598	0.0478076890357598	0	NA
Eme2	2	1	Stable	0	0.0138945400472671	0.0138945400472671	1	0.001841
Eml4	2	2	Activity_Gain;Stable	1	0.177331000813088	0.177331000813088	2	-0.0044015
Emsy	2	2	Activity_Gain;Stable	0	0.101655535996947	0.101655535996947	1	-0.001679
Enc1	2	1	Stable	0	0.0694165241695035	0.0694165241695035	2	0.0045675
Eno2	2	1	Stable	0	-0.066208119366006	-0.066208119366006	2	0.003908
Epb41l4a	2	1	Stable	2	0.419742097560662	0.419742097560662	1	0.017892
Epb41l4aos	2	1	Stable	0	0.0542660011626046	0.0542660011626046	0	NA
Ephx4	2	1	Activity_Lost	2	-0.225444574850471	-0.225444574850471	2	-0.048555
Epm2a	2	2	K119ub_Only;Stable	0	0.026971913389663	0.026971913389663	1	0.017585
Epn3	2	1	Stable	0	-0.158733219604268	-0.158733219604268	1	0.008318
Eps8l1	2	1	Stable	0	-0.159017532253167	-0.159017532253167	1	-0.004988
Erbb4	2	2	Activity_Lost;Stable	0	-0.12067001519628	-0.12067001519628	2	-0.010203
Erg28	2	1	Activity_Lost	0	-0.256783288326961	-0.256783288326961	1	-0.005039
Exd1	2	1	Stable	0	0.0780628277736817	0.0780628277736817	1	0.010808
Ezh2	2	1	Stable	0	-0.107332238196958	-0.107332238196958	1	-0.001785
Fads2	2	1	Stable	0	-0.0803727535141194	-0.0803727535141194	2	-0.005435
Faf1	2	1	Stable	0	-0.049516915285151	-0.049516915285151	2	0.020422
Fam104a	2	1	Stable	0	-0.135975878839266	-0.135975878839266	1	-0.011913
Fam107a	2	1	Stable	0	-0.155005107885182	-0.155005107885182	0	NA
Fam120c	2	1	Stable	0	0.0221704433565355	0.0221704433565355	2	-0.071253
Fam124a	2	1	Stable	0	0.01521543979658	0.01521543979658	2	-0.0250705
Fam135b	2	2	Activity_Gain;Stable	0	0.0537096704999908	0.0537096704999908	1	0.004985
Fam171b	2	1	Stable	0	-0.0226226076559315	-0.0226226076559315	0	NA
Fam185a	2	1	Stable	2	0.310536850047138	0.310536850047138	2	-0.007792
Fam204a	2	1	Stable	0	-0.145472543972632	-0.145472543972632	2	-0.04259
Fam210a	2	1	Stable	0	0.0414715337069341	0.0414715337069341	0	NA
Fam210b	2	1	Stable	1	0.0018234214268385	0.0018234214268385	1	0.008379
Fam49a	2	1	Stable	0	0.0380855014119304	0.0380855014119304	0	NA
Fbxo3	2	1	Stable	0	0.02122175290683	0.02122175290683	1	0.010725
Fbxo30	2	1	Stable	0	0.0418993613942432	0.0418993613942432	2	0.025259
Fem1b	2	1	Stable	0	0.0191348848842157	0.0191348848842157	0	NA
Fer	2	1	Stable	1	-0.179168948397416	-0.179168948397416	1	0.020373
Ffar1	2	1	Stable	0	-0.0126710963256871	-0.0126710963256871	2	0.008564
Fgf11	2	1	Stable	0	-0.0430468156356383	-0.0430468156356383	1	0.005968
Fhl1	2	1	Stable	0	0.0855633881895162	0.0855633881895162	1	-0.004908
Fhl4	2	1	Stable	0	-0.129177264401408	-0.129177264401408	2	0.009985
Fibcd1	2	1	Stable	2	0.234965618031468	0.234965618031468	1	0.007953
Flt3	2	1	Stable	0	-0.186713105190712	-0.186713105190712	0	NA
Flvcr2	2	1	Stable	2	0.169670347703876	0.169670347703876	0	NA
Fndc3a	2	1	Stable	1	0.163415795185	0.163415795185	1	0.013172
Foxe1	2	1	Activity_Lost	0	-0.0140277055936886	-0.0140277055936886	2	-0.01688
Foxi1	2	1	Stable	0	-0.0462895563133129	-0.0462895563133129	0	NA
Foxi2	2	2	Activity_Gain;Stable	0	0.0130677226102375	0.0130677226102375	1	0.020014
Frg1	2	2	Activity_Lost;K119ub_Only	0	-0.136514817829513	-0.136514817829513	2	-0.0052955
Frmd5	2	2	Activity_Lost;Stable	0	0.0583123317274395	0.0583123317274395	1	-0.012481
Fstl4	2	2	Activity_Gain;Stable	2	0.275717042835336	0.275717042835336	1	0.015
Fstl5	2	1	Stable	1	-0.105342193681686	-0.105342193681686	0	NA
Fzd5	2	1	Stable	0	0.0393854879332214	0.0393854879332214	1	0.001526
G3bp2	2	1	Stable	1	-0.149574203287937	-0.149574203287937	2	-0.013552
G6pdx	2	1	Stable	0	0.0437608193436048	0.0437608193436048	0	NA
Gab1	2	2	Activity_Lost;Stable	0	-0.0743190887246604	-0.0743190887246604	1	-0.009641
Gabrq	2	1	Stable	1	0.148002080901129	0.148002080901129	1	-0.02553
Gadd45b	2	1	Stable	0	0.0222848262639567	0.0222848262639567	0	NA
Gadd45gip1	2	1	Stable	0	0.0669211441467848	0.0669211441467848	0	NA
Ganc	2	1	Stable	0	0.0531321593372603	0.0531321593372603	1	-0.003724
Gapdh	2	1	Stable	0	-0.0200620134038814	-0.0200620134038814	0	NA
Garem1	2	1	Stable	0	0.0517203430190249	0.0517203430190249	2	-0.009782
Gas2l2	2	1	Stable	0	-0.0554957536633326	-0.0554957536633326	0	NA
Gata4	2	1	Stable	2	-0.530423907324295	-0.530423907324295	2	0.026393
Gata5	2	1	Stable	2	0.214326426164913	0.214326426164913	0	NA
Gdf2	2	1	Stable	2	0.443814758289199	0.443814758289199	0	NA
Gdf6	2	1	Stable	0	0.0861238472882015	0.0861238472882015	0	NA
Gdpd1	2	1	Stable	0	0.142931656679819	0.142931656679819	2	0.006109
Gemin7	2	1	Stable	0	0.0733829859103015	0.0733829859103015	1	-0.001327
Gfm2	2	1	Stable	1	0.078362496040409	0.078362496040409	2	0.004603
